image_id,pack_name,image_path,true_label,ai_top1,ai_score_top1,ai_top2,ai_score_top2,ai_top3,ai_score_top3,all_scores_json,options_json,difficulty,approved,notes
food_abhishek-hajare-F6IxbZAhbks-unsplash,food,data/packs/food/images/abhishek-hajare-F6IxbZAhbks-unsplash.jpg,cupcake,cupcake,0.9312044082634671,muffin,0.06873198711010471,bread,4.697748797148091e-05,"{""cupcake"": {""text"": ""cupcake"", ""raw_score"": -0.4246044158935547, ""probability"": 0.9312044082634671}, ""muffin"": {""text"": ""muffin"", ""raw_score"": -3.0308685302734375, ""probability"": 0.06873198711010471}, ""bread"": {""text"": ""bread"", ""raw_score"": -10.319169998168945, ""probability"": 4.697748797148091e-05}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -11.581823348999023, ""probability"": 1.32900436454602e-05}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -13.105612754821777, ""probability"": 2.8956967364971983e-06}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -14.98664665222168, ""probability"": 4.413980749437646e-07}}","[""fried_chicken"", ""muffin"", ""bread"", ""cupcake""]",easy,TRUE,
food_anhelina-vasylyk-mgXR2ZDD6pk-unsplash,food,data/packs/food/images/anhelina-vasylyk-mgXR2ZDD6pk-unsplash.jpg,dumpling,dumpling,0.8456639295791333,bread,0.11628151018939295,croissant,0.017732528762328864,"{""dumpling"": {""text"": ""dumpling"", ""raw_score"": -3.106217384338379, ""probability"": 0.8456639295791333}, ""bread"": {""text"": ""bread"", ""raw_score"": -5.090325355529785, ""probability"": 0.11628151018939295}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -6.970938682556152, ""probability"": 0.017732528762328864}, ""muffin"": {""text"": ""muffin"", ""raw_score"": -7.000329971313477, ""probability"": 0.017218931503702867}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -8.946817398071289, ""probability"": 0.0024584277524333513}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -10.28535270690918, ""probability"": 0.0006446722130085242}}","[""muffin"", ""dumpling"", ""croissant"", ""bread""]",easy,TRUE,
food_anshul-singh-Q4jucUdCHVY-unsplash,food,data/packs/food/images/anshul-singh-Q4jucUdCHVY-unsplash.jpg,,muffin,0.900958887176224,cupcake,0.09862222627888752,bread,0.00037283884633697393,"{""muffin"": {""text"": ""muffin"", ""raw_score"": -1.0710763931274414, ""probability"": 0.900958887176224}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -3.2832393646240234, ""probability"": 0.09862222627888752}, ""bread"": {""text"": ""bread"", ""raw_score"": -8.86114501953125, ""probability"": 0.00037283884633697393}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -11.623037338256836, ""probability"": 2.355301788428711e-05}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -11.951872825622559, ""probability"": 1.6952553523591267e-05}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -13.069912910461426, ""probability"": 5.542127143581436e-06}}","[""cupcake"", ""bread"", ""muffin"", ""fried_chicken""]",easy,TRUE,
food_aurela-redenica-6Hr_GUI8dN0-unsplash,food,data/packs/food/images/aurela-redenica-6Hr_GUI8dN0-unsplash.jpg,croissant,croissant,0.9958702788183932,bread,0.004009170005418953,muffin,0.00010123103910942462,"{""croissant"": {""text"": ""croissant"", ""raw_score"": 0.9049606323242188, ""probability"": 0.9958702788183932}, ""bread"": {""text"": ""bread"", ""raw_score"": -4.610072135925293, ""probability"": 0.004009170005418953}, ""muffin"": {""text"": ""muffin"", ""raw_score"": -8.289006233215332, ""probability"": 0.00010123103910942462}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -10.866458892822266, ""probability"": 7.690245909139916e-06}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -10.87178897857666, ""probability"": 7.649365284373867e-06}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -11.52499771118164, ""probability"": 3.980525884805674e-06}}","[""cupcake"", ""croissant"", ""muffin"", ""bread""]",easy,TRUE,
food_barcello-s-fusion-Sj6oEgQGZBY-unsplash,food,data/packs/food/images/barcello-s-fusion-Sj6oEgQGZBY-unsplash.jpg,,fried_chicken,0.997327600531474,bread,0.0016080461479134733,muffin,0.0007793211851642702,"{""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -0.9851789474487305, ""probability"": 0.997327600531474}, ""bread"": {""text"": ""bread"", ""raw_score"": -7.415238380432129, ""probability"": 0.0016080461479134733}, ""muffin"": {""text"": ""muffin"", ""raw_score"": -8.1395902633667, ""probability"": 0.0007793211851642702}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -9.704619407653809, ""probability"": 0.00016294196933310773}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -10.125537872314453, ""probability"": 0.00010696221661946558}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -12.081469535827637, ""probability"": 1.512794949565879e-05}}","[""muffin"", ""bread"", ""fried_chicken"", ""dumpling""]",easy,FALSE,
food_benson-low-VBR616lA2dw-unsplash,food,data/packs/food/images/benson-low-VBR616lA2dw-unsplash.jpg,,dumpling,0.9995118658157014,bread,0.000393622065361429,muffin,3.698585187200231e-05,"{""dumpling"": {""text"": ""dumpling"", ""raw_score"": -0.7728872299194336, ""probability"": 0.9995118658157014}, ""bread"": {""text"": ""bread"", ""raw_score"": -8.612518310546875, ""probability"": 0.000393622065361429}, ""muffin"": {""text"": ""muffin"", ""raw_score"": -10.977374076843262, ""probability"": 3.698585187200231e-05}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -11.168632507324219, ""probability"": 3.054732215267869e-05}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -11.924409866333008, ""probability"": 1.4346409017261097e-05}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -12.051633834838867, ""probability"": 1.2632535895304044e-05}}","[""muffin"", ""bread"", ""fried_chicken"", ""dumpling""]",easy,FALSE,
food_christian-coquet-o1hZHZpnxyw-unsplash,food,data/packs/food/images/christian-coquet-o1hZHZpnxyw-unsplash.jpg,muffin,muffin,0.9556251837541236,cupcake,0.04404398180936155,bread,0.00023798042517744593,"{""muffin"": {""text"": ""muffin"", ""raw_score"": -2.246527671813965, ""probability"": 0.9556251837541236}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -5.323704719543457, ""probability"": 0.04404398180936155}, ""bread"": {""text"": ""bread"", ""raw_score"": -10.54446029663086, ""probability"": 0.00023798042517744593}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -12.195802688598633, ""probability"": 4.564280722810023e-05}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -12.664596557617188, ""probability"": 2.8561285933744035e-05}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -13.09080696105957, ""probability"": 1.8649918175484086e-05}}","[""bread"", ""dumpling"", ""muffin"", ""cupcake""]",easy,TRUE,
food_david-foodphototasty-xZ_IK68a2Io-unsplash,food,data/packs/food/images/david-foodphototasty-xZ_IK68a2Io-unsplash.jpg,,muffin,0.767494685518014,cupcake,0.23036832584504566,bread,0.002015189945234886,"{""muffin"": {""text"": ""muffin"", ""raw_score"": -1.4218130111694336, ""probability"": 0.767494685518014}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -2.625265121459961, ""probability"": 0.23036832584504566}, ""bread"": {""text"": ""bread"", ""raw_score"": -7.364231109619141, ""probability"": 0.002015189945234886}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -10.286375045776367, ""probability"": 0.00010845385678192308}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -12.932358741760254, ""probability"": 7.693232939453534e-06}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -13.240760803222656, ""probability"": 5.651601983996115e-06}}","[""bread"", ""cupcake"", ""muffin"", ""croissant""]",easy,TRUE,
food_durenne-loris-5CMSiDyPZAg-unsplash,food,data/packs/food/images/durenne-loris-5CMSiDyPZAg-unsplash.jpg,bread,croissant,0.4536375926959874,fried_chicken,0.3761928435624561,muffin,0.07584935499566245,"{""croissant"": {""text"": ""croissant"", ""raw_score"": -4.185202598571777, ""probability"": 0.4536375926959874}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -4.37239933013916, ""probability"": 0.3761928435624561}, ""muffin"": {""text"": ""muffin"", ""raw_score"": -5.973752021789551, ""probability"": 0.07584935499566245}, ""bread"": {""text"": ""bread"", ""raw_score"": -6.3269853591918945, ""probability"": 0.05327759384647742}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -6.684009552001953, ""probability"": 0.037281292969089795}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -8.977730751037598, ""probability"": 0.0037613219303267416}}","[""bread"", ""fried_chicken"", ""muffin"", ""croissant""]",hard,TRUE,wow
food_eiliv-aceron-SWrk-cWJRu0-unsplash,food,data/packs/food/images/eiliv-aceron-SWrk-cWJRu0-unsplash.jpg,,muffin,0.9452091207341767,cupcake,0.05422335435489747,bread,0.0005529027960926499,"{""muffin"": {""text"": ""muffin"", ""raw_score"": -1.859034538269043, ""probability"": 0.9452091207341767}, ""cupcake"": {""text"": ""cupcake"", ""raw_score"": -4.717329025268555, ""probability"": 0.05422335435489747}, ""bread"": {""text"": ""bread"", ""raw_score"": -9.303013801574707, ""probability"": 0.0005529027960926499}, ""croissant"": {""text"": ""croissant"", ""raw_score"": -13.678930282592773, ""probability"": 6.9536432402126476e-06}, ""dumpling"": {""text"": ""dumpling"", ""raw_score"": -14.073705673217773, ""probability"": 4.685582958665427e-06}, ""fried_chicken"": {""text"": ""fried chicken"", ""raw_score"": -14.525303840637207, ""probability"": 2.982888634386653e-06}}","[""bread"", ""cupcake"", ""muffin"", ""fried_chicken""]",easy,FALSE,
